factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,9,9,9,89,116,7.8,15.5,23.3,80.0,75.0
father_w,マジェスティックウォリアー,1,0,0,4,5,20.0,20.0,20.0,126.0,45.0
father_w,ハービンジャー,1,0,0,1,2,50.0,50.0,50.0,2184.0,440.0
father_w,ルヴァンスレーヴ,1,1,0,0,2,50.0,100.0,100.0,305.0,169.0
father_w,サトノクラウン,1,0,1,0,2,50.0,50.0,100.0,1998.0,814.0
father_w,ダンカーク,1,0,0,0,1,100.0,100.0,100.0,820.0,320.0
father_w,ネオユニヴァース,1,0,0,0,1,100.0,100.0,100.0,370.0,170.0
father_w,スクリーンヒーロー,1,0,0,0,1,100.0,100.0,100.0,490.0,180.0
father_w,Kitten'sJoy,1,0,0,0,1,100.0,100.0,100.0,330.0,150.0
father_w,ニシケンモノノフ,1,0,0,0,1,100.0,100.0,100.0,650.0,240.0
father_w,ルーラーシップ,0,0,0,9,9,0.0,0.0,0.0,0.0,0.0
jockey_w,川端海翼,2,0,0,1,3,66.7,66.7,66.7,367.0,133.0
jockey_w,泉谷楓真,1,0,0,3,4,25.0,25.0,25.0,172.0,63.0
jockey_w,古川奈穂,1,0,0,1,2,50.0,50.0,50.0,2498.0,472.0
jockey_w,菱田裕二,1,0,0,1,2,50.0,50.0,50.0,268.0,122.0
jockey_w,丸山元気,1,0,0,1,2,50.0,50.0,50.0,492.0,192.0
jockey_w,吉田隼人,1,0,0,1,2,50.0,50.0,50.0,420.0,120.0
jockey_w,柴山雄一,1,0,0,1,2,50.0,50.0,50.0,1365.0,275.0
jockey_w,岩田康誠,1,0,0,0,1,100.0,100.0,100.0,370.0,170.0
jockey_w,菊沢一樹,0,0,0,6,6,0.0,0.0,0.0,0.0,0.0
jockey_w,丹内祐次,0,1,0,4,5,0.0,20.0,20.0,0.0,24.0
frame,1枠,1,2,1,8,12,8.3,25.0,33.3,70.0,82.0
frame,2枠,1,1,1,9,12,8.3,16.7,25.0,72.0,74.0
frame,3枠,1,1,2,8,12,8.3,16.7,33.3,96.0,121.0
frame,4枠,1,2,0,10,13,7.7,23.1,23.1,54.0,51.0
frame,5枠,0,1,0,13,14,0.0,7.1,7.1,0.0,36.0
frame,6枠,1,1,3,12,17,5.9,11.8,29.4,87.0,138.0
frame,7枠,0,1,2,15,18,0.0,5.6,16.7,0.0,53.0
frame,8枠,4,0,0,14,18,22.2,22.2,22.2,309.0,79.0
averunningstyle,逃げ,0,0,1,1,2,0.0,0.0,50.0,0.0,274.0
averunningstyle,先行,4,3,2,17,26,15.4,26.9,34.6,112.0,82.0
averunningstyle,差し,1,1,2,6,10,10.0,20.0,40.0,62.0,76.0
averunningstyle,追込,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,500m以上延長,2,2,6,46,56,3.6,7.1,17.9,45.0,78.0
distance,300m-400m延長,1,2,0,11,14,7.1,21.4,21.4,71.0,78.0
distance,100m-200m延長,1,1,1,1,4,25.0,50.0,75.0,642.0,425.0
distance,距離変更なし,0,4,0,17,21,0.0,19.0,19.0,0.0,53.0
distance,100m-200m短縮,5,0,2,14,21,23.8,23.8,33.3,156.0,68.0
distance,300m-400m短縮,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,500m以上短縮,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
surface,ダ→ダ,7,6,8,78,99,7.1,13.1,21.2,68.0,67.0
surface,芝→ダ,2,3,1,11,17,11.8,29.4,35.3,189.0,155.0
stable_trainer,美浦,2,6,3,41,52,3.8,15.4,21.2,49.0,71.0
stable_trainer,栗東,7,3,6,48,64,10.9,15.6,25.0,98.0,78.0
