factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,45,45,45,499,634,7.1,14.2,21.3,79.0,81.0
father_w,ニューイヤーズデイ,5,2,0,2,9,55.6,77.8,77.8,259.0,156.0
father_w,シニスターミニスター,4,2,2,4,12,33.3,50.0,66.7,287.0,186.0
father_w,ルーラーシップ,3,1,2,27,33,9.1,12.1,18.2,136.0,99.0
father_w,キズナ,3,1,3,10,17,17.6,23.5,41.2,114.0,102.0
father_w,ハーツクライ,2,3,2,25,32,6.2,15.6,21.9,74.0,90.0
father_w,オルフェーヴル,2,2,2,25,31,6.5,12.9,19.4,74.0,88.0
father_w,キングカメハメハ,2,1,1,14,18,11.1,16.7,22.2,69.0,56.0
father_w,ディープインパクト,2,3,0,8,13,15.4,38.5,38.5,119.0,109.0
father_w,コパノリッキー,2,0,1,6,9,22.2,22.2,33.3,162.0,91.0
father_w,ジャスタウェイ,1,1,4,16,22,4.5,9.1,27.3,76.0,97.0
jockey_w,戸崎圭太,4,0,6,14,24,16.7,16.7,41.7,81.0,91.0
jockey_w,横山武史,3,2,4,14,23,13.0,21.7,39.1,62.0,76.0
jockey_w,石橋脩,3,1,1,8,13,23.1,30.8,38.5,165.0,94.0
jockey_w,丹内祐次,2,3,4,21,30,6.7,16.7,30.0,89.0,117.0
jockey_w,内田博幸,2,2,4,20,28,7.1,14.3,28.6,115.0,132.0
jockey_w,菅原明良,2,3,1,20,26,7.7,19.2,23.1,62.0,64.0
jockey_w,横山和生,2,2,0,19,23,8.7,17.4,17.4,84.0,48.0
jockey_w,木幡巧也,2,1,0,18,21,9.5,14.3,14.3,95.0,47.0
jockey_w,武藤雅,2,3,2,5,12,16.7,41.7,58.3,145.0,187.0
jockey_w,田中勝春,2,2,1,7,12,16.7,33.3,41.7,161.0,117.0
frame,1枠,7,3,5,52,67,10.4,14.9,22.4,146.0,102.0
frame,2枠,1,3,3,63,70,1.4,5.7,10.0,19.0,39.0
frame,3枠,4,9,6,55,74,5.4,17.6,25.7,72.0,100.0
frame,4枠,1,7,9,62,79,1.3,10.1,21.5,14.0,70.0
frame,5枠,7,6,3,65,81,8.6,16.0,19.8,99.0,81.0
frame,6枠,5,11,4,66,86,5.8,18.6,23.3,61.0,87.0
frame,7枠,9,3,9,67,88,10.2,13.6,23.9,110.0,89.0
frame,8枠,11,3,6,69,89,12.4,15.7,22.5,102.0,78.0
averunningstyle,逃げ,1,0,0,5,6,16.7,16.7,16.7,239.0,93.0
averunningstyle,先行,25,15,17,147,204,12.3,19.6,27.9,104.0,86.0
averunningstyle,差し,8,5,6,27,46,17.4,28.3,41.3,102.0,88.0
averunningstyle,追込,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
distance,500m以上延長,14,16,19,194,243,5.8,12.3,20.2,82.0,95.0
distance,300m-400m延長,11,11,9,114,145,7.6,15.2,21.4,88.0,84.0
distance,100m-200m延長,3,0,0,12,15,20.0,20.0,20.0,303.0,108.0
distance,距離変更なし,14,13,14,130,171,8.2,15.8,24.0,68.0,69.0
distance,100m-200m短縮,3,5,3,43,54,5.6,14.8,20.4,53.0,67.0
distance,300m-400m短縮,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,500m以上短縮,0,0,0,5,5,0.0,0.0,0.0,0.0,0.0
surface,ダ→ダ,41,41,43,440,565,7.3,14.5,22.1,77.0,80.0
surface,芝→ダ,4,4,2,53,63,6.3,12.7,15.9,105.0,95.0
stable_trainer,美浦,32,38,37,375,482,6.6,14.5,22.2,76.0,84.0
stable_trainer,栗東,13,7,8,124,152,8.6,13.2,18.4,86.0,71.0
