factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,12,12,12,93,129,9.3,18.6,27.9,79.0,80.0
father_w,ドゥラメンテ,1,1,1,2,5,20.0,40.0,60.0,146.0,139.0
father_w,ジャスタウェイ,1,2,0,2,5,20.0,60.0,60.0,116.0,136.0
father_w,キズナ,1,0,0,4,5,20.0,20.0,20.0,121.0,84.0
father_w,ホッコータルマエ,1,0,2,1,4,25.0,25.0,75.0,138.0,160.0
father_w,マジェスティックウォリアー,1,1,0,2,4,25.0,50.0,50.0,296.0,172.0
father_w,モーリス,1,0,0,3,4,25.0,25.0,25.0,258.0,92.0
father_w,マインドユアビスケッツ,1,2,0,1,4,25.0,75.0,75.0,282.0,260.0
father_w,タリスマニック,1,0,1,1,3,33.3,33.3,66.7,127.0,112.0
father_w,アニマルキングダム,1,0,0,0,1,100.0,100.0,100.0,400.0,150.0
father_w,モーニン,1,0,0,0,1,100.0,100.0,100.0,590.0,190.0
jockey_w,丹内祐次,3,2,0,5,10,30.0,50.0,50.0,229.0,126.0
jockey_w,藤岡佑介,2,0,1,0,3,66.7,66.7,100.0,289.0,172.0
jockey_w,佐々木大輔,1,0,0,5,6,16.7,16.7,16.7,100.0,53.0
jockey_w,武豊,1,1,1,2,5,20.0,40.0,60.0,57.0,87.0
jockey_w,岩田康誠,1,1,0,2,4,25.0,50.0,50.0,173.0,102.0
jockey_w,北村友一,1,2,0,1,4,25.0,75.0,75.0,200.0,149.0
jockey_w,古川吉洋,1,0,0,2,3,33.3,33.3,33.3,261.0,111.0
jockey_w,松田大作,1,0,1,1,3,33.3,33.3,66.7,240.0,190.0
jockey_w,坂井瑠星,1,0,0,1,2,50.0,50.0,50.0,518.0,138.0
jockey_w,川又賢治,0,0,1,4,5,0.0,0.0,20.0,0.0,73.0
frame,1枠,1,0,1,10,12,8.3,8.3,16.7,66.0,27.0
frame,2枠,0,1,0,11,12,0.0,8.3,8.3,0.0,42.0
frame,3枠,2,0,3,7,12,16.7,16.7,41.7,142.0,130.0
frame,4枠,1,1,1,9,12,8.3,16.7,25.0,82.0,96.0
frame,5枠,1,2,3,12,18,5.6,16.7,33.3,41.0,61.0
frame,6枠,2,1,0,18,21,9.5,14.3,14.3,87.0,52.0
frame,7枠,4,1,1,14,20,20.0,25.0,30.0,193.0,106.0
frame,8枠,1,6,3,12,22,4.5,31.8,45.5,38.0,118.0
averunningstyle,逃げ,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
averunningstyle,先行,3,3,3,15,24,12.5,25.0,37.5,78.0,76.0
averunningstyle,差し,1,0,2,3,6,16.7,16.7,50.0,80.0,96.0
averunningstyle,追込,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,500m以上延長,5,4,4,46,59,8.5,15.3,22.0,90.0,83.0
distance,300m-400m延長,5,5,2,25,37,13.5,27.0,32.4,112.0,88.0
distance,100m-200m延長,0,0,0,3,3,0.0,0.0,0.0,0.0,0.0
distance,距離変更なし,1,2,4,8,15,6.7,20.0,46.7,45.0,98.0
distance,100m-200m短縮,1,1,1,10,13,7.7,15.4,23.1,51.0,32.0
distance,300m-400m短縮,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,500m以上短縮,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
surface,ダ→ダ,9,10,9,70,98,9.2,19.4,28.6,81.0,86.0
surface,芝→ダ,3,2,2,22,29,10.3,17.2,24.1,85.0,51.0
stable_trainer,美浦,5,4,6,36,51,9.8,17.6,29.4,86.0,86.0
stable_trainer,栗東,7,8,6,57,78,9.0,19.2,26.9,75.0,76.0
