factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,4,4,4,31,43,9.3,18.6,27.9,81.0,82.0
father_w,スワーヴリチャード,1,0,0,1,2,50.0,50.0,50.0,117.0,86.0
father_w,ダンカーク,1,0,0,0,1,100.0,100.0,100.0,1040.0,270.0
father_w,ファインニードル,1,0,0,0,1,100.0,100.0,100.0,170.0,110.0
father_w,ナダル,1,0,0,0,1,100.0,100.0,100.0,330.0,130.0
father_w,タワーオブロンドン,0,1,0,2,3,0.0,33.3,33.3,0.0,93.0
father_w,オルフェーヴル,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0
father_w,サトノクラウン,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0
father_w,シルバーステート,0,1,0,1,2,0.0,50.0,50.0,0.0,83.0
father_w,アルアイン,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
father_w,アメリカンペイトリオット,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
jockey_w,鮫島克駿,1,1,0,1,3,33.3,66.7,66.7,578.0,237.0
jockey_w,横山武史,1,0,0,1,2,50.0,50.0,50.0,139.0,90.0
jockey_w,池添謙一,1,0,0,0,1,100.0,100.0,100.0,150.0,110.0
jockey_w,高杉吏麒,1,0,0,0,1,100.0,100.0,100.0,330.0,130.0
jockey_w,佐々木大輔,0,0,2,1,3,0.0,0.0,66.7,0.0,159.0
jockey_w,藤岡佑介,0,0,2,0,2,0.0,0.0,100.0,0.0,147.0
jockey_w,小林勝太,0,1,0,1,2,0.0,50.0,50.0,0.0,138.0
jockey_w,黛弘人,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0
jockey_w,丹内祐次,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0
jockey_w,秋山稔樹,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
frame,1枠,2,0,0,2,4,50.0,50.0,50.0,246.0,121.0
frame,2枠,0,0,0,4,4,0.0,0.0,0.0,0.0,0.0
frame,3枠,0,0,0,4,4,0.0,0.0,0.0,0.0,0.0
frame,4枠,0,1,1,2,4,0.0,25.0,50.0,0.0,133.0
frame,5枠,0,0,1,4,5,0.0,0.0,20.0,0.0,31.0
frame,6枠,1,2,1,3,7,14.3,42.9,57.1,90.0,127.0
frame,7枠,1,0,0,6,7,14.3,14.3,14.3,106.0,68.0
frame,8枠,0,1,1,6,8,0.0,12.5,25.0,0.0,59.0
averunningstyle,逃げ,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
averunningstyle,先行,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
averunningstyle,差し,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
averunningstyle,追込,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,500m以上延長,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,300m-400m延長,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,100m-200m延長,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,距離変更なし,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,100m-200m短縮,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,300m-400m短縮,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,500m以上短縮,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
surface,芝→芝,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
surface,ダ→芝,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
stable_trainer,美浦,2,2,2,20,26,7.7,15.4,23.1,92.0,85.0
stable_trainer,栗東,2,2,2,11,17,11.8,23.5,35.3,72.0,80.0
