factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,8,8,8,58,82,9.8,19.5,29.3,78.0,81.0
father_w,ハーツクライ,2,1,1,3,7,28.6,42.9,57.1,95.0,83.0
father_w,ドゥラメンテ,2,1,0,3,6,33.3,50.0,50.0,123.0,88.0
father_w,ハービンジャー,1,0,1,5,7,14.3,14.3,28.6,272.0,113.0
father_w,モーリス,1,1,0,2,4,25.0,50.0,50.0,100.0,101.0
father_w,リアルスティール,1,0,1,2,4,25.0,25.0,50.0,162.0,78.0
father_w,ロードカナロア,1,0,0,1,2,50.0,50.0,50.0,206.0,108.0
father_w,ゴールドシップ,0,0,1,7,8,0.0,0.0,12.5,0.0,31.0
father_w,レイデオロ,0,0,0,4,4,0.0,0.0,0.0,0.0,0.0
father_w,キズナ,0,0,0,3,3,0.0,0.0,0.0,0.0,0.0
father_w,ルーラーシップ,0,1,0,2,3,0.0,33.3,33.3,0.0,94.0
jockey_w,C.ルメール,2,0,0,1,3,66.7,66.7,66.7,119.0,93.0
jockey_w,田辺裕信,1,1,1,2,5,20.0,40.0,60.0,104.0,106.0
jockey_w,横山武史,1,1,1,1,4,25.0,50.0,75.0,123.0,123.0
jockey_w,D.レーン,1,1,0,0,2,50.0,100.0,100.0,106.0,114.0
jockey_w,坂井瑠星,1,0,0,1,2,50.0,50.0,50.0,168.0,88.0
jockey_w,武藤雅,1,0,0,0,1,100.0,100.0,100.0,370.0,160.0
jockey_w,T.オシェア,1,0,0,0,1,100.0,100.0,100.0,360.0,170.0
jockey_w,M.デムーロ,0,3,1,1,5,0.0,60.0,80.0,0.0,187.0
jockey_w,永野猛蔵,0,1,1,2,4,0.0,25.0,50.0,0.0,148.0
jockey_w,戸崎圭太,0,0,0,4,4,0.0,0.0,0.0,0.0,0.0
frame,1枠,1,0,1,6,8,12.5,12.5,25.0,140.0,87.0
frame,2枠,3,0,0,5,8,37.5,37.5,37.5,128.0,94.0
frame,3枠,0,1,1,7,9,0.0,11.1,22.2,0.0,54.0
frame,4枠,0,1,2,7,10,0.0,10.0,30.0,0.0,63.0
frame,5枠,1,1,3,6,11,9.1,18.2,45.5,90.0,108.0
frame,6枠,1,3,0,8,12,8.3,33.3,33.3,62.0,77.0
frame,7枠,2,1,1,7,11,18.2,27.3,36.4,172.0,148.0
frame,8枠,0,1,0,12,13,0.0,7.7,7.7,0.0,23.0
averunningstyle,逃げ,1,0,0,2,3,33.3,33.3,33.3,101.0,53.0
averunningstyle,先行,1,2,2,14,19,5.3,15.8,26.3,35.0,51.0
averunningstyle,差し,2,1,1,3,7,28.6,42.9,57.1,126.0,112.0
averunningstyle,追込,1,0,0,1,2,50.0,50.0,50.0,92.0,85.0
distance,500m以上延長,0,3,1,22,26,0.0,11.5,15.4,0.0,73.0
distance,300m-400m延長,2,1,1,12,16,12.5,18.8,25.0,61.0,64.0
distance,100m-200m延長,5,2,5,15,27,18.5,25.9,44.4,129.0,98.0
distance,距離変更なし,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,100m-200m短縮,1,2,1,7,11,9.1,27.3,36.4,82.0,101.0
distance,300m-400m短縮,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
distance,500m以上短縮,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
surface,芝→芝,8,7,8,45,68,11.8,22.1,33.8,83.0,83.0
surface,ダ→芝,0,1,0,12,13,0.0,7.7,7.7,0.0,57.0
stable_trainer,美浦,7,7,7,47,68,10.3,20.6,30.9,85.0,88.0
stable_trainer,栗東,1,1,1,11,14,7.1,14.3,21.4,51.0,51.0
