factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,12,12,13,145,182,6.6,13.2,20.3,80.0,80.0
father_w,キングカメハメハ,4,1,2,9,16,25.0,31.2,43.8,271.0,156.0
father_w,ディープインパクト,1,2,1,23,27,3.7,11.1,14.8,41.0,59.0
father_w,ハーツクライ,1,2,2,15,20,5.0,15.0,25.0,66.0,116.0
father_w,ゴールドシップ,1,0,1,10,12,8.3,8.3,16.7,178.0,99.0
father_w,オルフェーヴル,1,0,0,11,12,8.3,8.3,8.3,96.0,48.0
father_w,ルーラーシップ,1,1,0,9,11,9.1,18.2,18.2,68.0,42.0
father_w,ジャスタウェイ,1,0,0,3,4,25.0,25.0,25.0,583.0,116.0
father_w,ノヴェリスト,1,0,0,3,4,25.0,25.0,25.0,664.0,172.0
father_w,レイデオロ,1,0,0,0,1,100.0,100.0,100.0,330.0,160.0
father_w,スクリーンヒーロー,0,3,2,5,10,0.0,30.0,50.0,0.0,151.0
jockey_w,J.モレイラ,2,0,0,0,2,100.0,100.0,100.0,285.0,130.0
jockey_w,C.ルメール,1,1,2,4,8,12.5,25.0,50.0,49.0,95.0
jockey_w,北村宏司,1,0,1,4,6,16.7,16.7,33.3,288.0,247.0
jockey_w,田辺裕信,1,0,0,5,6,16.7,16.7,16.7,531.0,138.0
jockey_w,吉田豊,1,0,0,3,4,25.0,25.0,25.0,1324.0,236.0
jockey_w,浜中俊,1,0,0,2,3,33.3,33.3,33.3,377.0,154.0
jockey_w,武豊,1,1,0,1,3,33.3,66.7,66.7,211.0,159.0
jockey_w,丹内祐次,1,0,0,2,3,33.3,33.3,33.3,664.0,204.0
jockey_w,D.レーン,1,0,0,1,2,50.0,50.0,50.0,563.0,159.0
jockey_w,横山和生,1,0,0,1,2,50.0,50.0,50.0,411.0,158.0
frame,1枠,1,1,0,18,20,5.0,10.0,10.0,72.0,55.0
frame,2枠,1,2,4,14,21,4.8,14.3,33.3,49.0,100.0
frame,3枠,1,0,2,18,21,4.8,4.8,14.3,59.0,62.0
frame,4枠,1,3,2,16,22,4.5,18.2,27.3,53.0,86.0
frame,5枠,4,2,1,15,22,18.2,27.3,31.8,215.0,119.0
frame,6枠,3,0,0,19,22,13.6,13.6,13.6,151.0,73.0
frame,7枠,1,1,1,25,28,3.6,7.1,10.7,56.0,36.0
frame,8枠,0,3,3,20,26,0.0,11.5,23.1,0.0,99.0
averunningstyle,逃げ,1,0,0,1,2,50.0,50.0,50.0,1108.0,220.0
averunningstyle,先行,5,8,4,58,75,6.7,17.3,22.7,66.0,79.0
averunningstyle,差し,4,2,7,22,35,11.4,17.1,37.1,104.0,111.0
averunningstyle,追込,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
distance,500m以上延長,0,2,4,40,46,0.0,4.3,13.0,0.0,54.0
distance,300m-400m延長,2,1,2,17,22,9.1,13.6,22.7,76.0,60.0
distance,100m-200m延長,1,3,5,37,46,2.2,8.7,19.6,33.0,77.0
distance,距離変更なし,5,1,2,21,29,17.2,20.7,27.6,164.0,97.0
distance,100m-200m短縮,3,4,0,19,26,11.5,26.9,26.9,175.0,140.0
distance,300m-400m短縮,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,500m以上短縮,1,1,0,11,13,7.7,15.4,15.4,91.0,72.0
surface,芝→芝,12,12,13,142,179,6.7,13.4,20.7,81.0,80.0
surface,ダ→芝,0,0,0,3,3,0.0,0.0,0.0,0.0,0.0
stable_trainer,美浦,6,6,9,56,77,7.8,15.6,27.3,83.0,97.0
stable_trainer,栗東,6,6,4,89,105,5.7,11.4,15.2,78.0,64.0
