1,芝,1200,父がモーリス,,,confirmed
2,芝,1200,父がロードカナロア,,,confirmed
3,芝,1200,父がシルバーステート,,,flagged
4,芝,1600,父がドレフォン,,,confirmed
5,芝,1600,父がシルバーステート,,,flagged
6,芝,1600,父がディープインパクト,,,flagged
7,芝,1600,父がローラーシップ,,,flagged
8,芝,1800,父がリアルスティール,,,confirmed
9,芝,1800,父がドゥラメンテ,,,confirmed
10,芝,1800,父がディープインパクト,,,flagged
11,芝,2000,父がハービンジャー,,,confirmed
12,芝,2000,父がハーツクライ,,,flagged
13,芝,2000,父がエピファネイア,,,confirmed
14,芝,2200,父がディープインパクト,,,flagged
15,芝,2200,父がモーリス,,,confirmed
16,芝,2500,父がハーツクライ,,,flagged
17,芝,2500,父がエピファネイア,,,confirmed
18,ダート,1200,父がロードカナロア,,,confirmed
19,ダ,1200,父がヘニーヒューズ,,,flagged
20,ダート,1200,父がヘニーヒューズ,,,flagged
21,ダート,1200,父が武藤善則,,,flagged
22,ダート,1800,父がドレフォン,,,confirmed
23,ダート,1800,父がホッコータルマエ,,,confirmed
24,ダ,1800,父がホッコータルマエ,,,confirmed
25,芝,1600,父がシニスターミニスター,,,confirmed
26,芝,1600,馬主がゴドルフィン,,,confirmed
27,芝,1600,馬主がキャロットファーム,,,confirmed
28,芝,1600,父がエピファネイア,,,confirmed
